player_name,country,minutes,goals,assists,shots,key_passes,progressive_passes,progressive_carries,successful_dribbles,tackles,interceptions,aerial_duels_won,pass_completion_pct,turnovers,club_level_score,recent_form_score,expected_minutes_score,non_penalty_goals,shots_in_box,touches_in_box,through_balls,crosses_into_box,shot_creating_actions_proxy,passes_into_final_third,carries_into_final_third,recoveries,pressures,long_passes,saves,clean_sheets,aerial_threat,xg_proxy,xa_proxy,yellow_cards,red_cards,recent_appearances,height_in_cm,market_value_score,tactical_fit_score,final_squad_selection_score,injury_availability_score,injury_severity_score,injury_status,recent_injury_count,is_injured,injury_source_url,caps,international_goals,data_source,data_refresh_date
Lee Han-beom,South Korea,0,0,0,0,0,1,0,0,1,1,1,75.1,1,41.0,19.8,28.3,0,0,0,0,0,0,1,0,2,2,1,0,0,1,0.0,0.0,,,0,185.0,9.5,36.5,100,100.0,0.0,Available,,False,,7,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Lee Ki-hyuk,South Korea,2024,7,3,45,20,36,29,11,6,5,3,75.2,14,63.8,68.8,38.4,7,30,71,5,2,26,23,16,13,38,4,0,0,7,6.96,2.6,5.0,0.0,30,172.0,37.4,47.6,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,2,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Kim Min-jae,South Korea,0,0,0,1,0,2,1,0,1,1,0,75.1,1,41.0,19.8,64.2,0,1,2,0,0,0,1,1,2,2,0,0,0,0,0.05,0.0,,,0,179.0,9.5,52.2,100,100.0,0.0,Available,,False,,78,4,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Kim Tae-hyeon,South Korea,0,0,0,0,0,1,0,0,1,1,0,75.1,1,41.0,19.8,28.3,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0.0,0.0,,,0,183.0,9.5,36.5,100,100.0,0.0,Available,,False,,7,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Hwang In-beom,South Korea,1385,1,5,11,19,44,15,6,17,14,6,81.6,7,68.5,63.9,74.0,1,6,14,5,4,29,29,8,32,30,17,0,0,7,1.08,3.98,3.0,0.0,24,177.0,54.6,74.6,100,6.0,94.0,Active: Knee injury; unknown injury,0.0,True,https://github.com/salimt/football-datasets,72,6,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Son Heung-min,South Korea,0,0,0,1,1,2,1,0,1,1,0,71.1,1,41.0,19.8,71.6,0,1,2,0,1,1,1,1,1,2,0,0,0,0,0.05,0.02,,,0,181.0,9.5,56.3,100,100.0,0.0,Available,,False,,143,56,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Paik Seung-ho,South Korea,158,0,0,1,1,3,2,1,1,1,1,78.7,1,48.9,32.3,55.4,0,1,2,0,0,1,2,1,2,3,0,0,0,1,0.05,0.02,0.0,0.0,3,182.0,31.9,51.8,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,26,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Cho Gue-sung,South Korea,0,0,0,0,0,2,1,0,1,1,0,71.1,1,41.0,19.8,54.7,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0.0,0.0,,,0,174.0,9.5,53.0,100,100.0,0.0,Available,,False,,43,12,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Lee Jae-sung,South Korea,0,0,0,0,0,2,1,0,1,1,0,73.1,1,46.8,23.1,69.5,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0.0,0.0,,,0,183.0,26.0,64.4,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,104,15,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Hwang Hee-chan,South Korea,0,0,0,1,0,2,1,0,1,1,0,76.6,1,45.4,22.3,64.2,0,1,2,0,0,0,1,1,2,2,0,0,0,0,0.05,0.0,,,0,181.0,22.1,54.7,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,78,17,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Song Bum-keun,South Korea,0,0,0,1,1,1,1,0,0,0,0,71.1,1,41.0,19.8,21.9,0,1,2,0,1,1,1,1,1,2,0,0,0,0,0.05,0.02,,,0,180.0,9.5,28.9,100,100.0,0.0,Available,,False,,2,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Lee Tae-seok,South Korea,0,0,0,0,0,1,0,0,1,1,1,73.1,0,41.0,19.8,39.9,0,0,0,0,0,0,1,0,1,1,1,2,0,1,0.0,0.0,,,0,191.0,9.5,48.8,100,100.0,0.0,Available,,False,,14,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Cho Wi-je,South Korea,0,0,0,0,0,0,0,0,1,1,0,75.1,1,41.0,19.8,18.7,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0.0,0.0,,,0,,9.5,31.2,100,100.0,0.0,Available,,False,,0,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Kim Moon-hwan,South Korea,0,0,0,1,1,2,1,0,1,0,0,71.1,1,41.0,19.8,52.6,0,1,2,0,1,1,1,1,1,2,0,0,0,0,0.05,0.02,,,0,170.0,9.5,45.8,100,100.0,0.0,Available,,False,,35,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Park Jin-seob,South Korea,0,0,0,1,0,1,1,0,1,1,0,76.9,1,46.1,22.7,36.7,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0.05,0.0,,,0,171.0,24.0,40.0,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,13,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Bae Jun-ho,South Korea,0,0,0,1,0,1,1,0,0,0,0,71.1,1,41.0,19.8,36.7,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0.05,0.0,,,0,180.0,9.5,41.1,100,100.0,0.0,Available,,False,,13,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Oh Hyeon-gyu,South Korea,0,0,0,1,0,2,1,0,1,1,0,76.4,1,44.8,21.9,47.3,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0.05,0.0,,,0,177.0,20.3,45.1,100,100.0,0.0,Available,,False,,26,6,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Lee Kang-in,South Korea,0,0,0,0,0,2,1,0,1,1,0,75.1,1,41.0,19.8,56.8,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0.0,0.0,,,0,180.0,9.5,56.1,100,100.0,0.0,Available,,False,,46,11,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Yang Hyun-jun,South Korea,2582,8,2,57,21,57,41,16,9,8,5,75.6,19,52.0,73.2,51.5,8,39,92,5,20,25,37,23,18,50,5,0,0,10,8.19,1.92,2.0,0.0,39,176.0,41.0,51.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,8,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Jo Hyeon-woo,South Korea,1341,5,1,31,10,43,21,8,9,8,3,76.8,9,76.5,64.1,71.6,5,21,51,2,1,12,28,12,16,25,3,0,0,6,4.95,0.95,0.0,0.0,31,179.0,49.7,68.3,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,48,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Seol Young-woo,South Korea,0,0,0,0,0,1,0,0,1,1,1,75.1,1,41.0,19.8,50.5,0,0,0,0,0,0,1,0,2,2,1,0,0,1,0.0,0.0,,,0,188.0,9.5,48.7,100,100.0,0.0,Available,,False,,33,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Jens Castrop,South Korea,1618,3,1,22,9,28,18,7,10,8,6,79.4,10,72.2,59.4,39.0,3,13,31,2,1,11,18,10,20,31,3,0,0,8,2.99,0.92,2.0,0.0,28,178.0,37.4,43.9,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,6,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Kim Jin-gyu,South Korea,0,0,0,1,1,2,1,0,0,0,0,71.1,1,41.0,19.8,44.1,0,1,2,0,1,1,1,1,1,2,0,0,0,0,0.05,0.02,,,0,171.0,9.5,41.2,100,100.0,0.0,Available,,False,,21,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Eom Ji-sung,South Korea,260,1,1,6,5,5,4,2,1,1,0,75.0,2,74.5,49.7,42.2,1,4,12,1,3,7,3,2,2,5,0,0,0,0,0.98,0.82,0.0,0.0,4,176.0,36.3,45.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,9,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Lee Dong-gyeong,South Korea,0,0,0,1,0,2,1,0,0,0,0,74.4,1,50.4,25.1,42.0,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0.05,0.0,,,0,176.0,36.3,49.4,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,17,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Nikola Vasilj,Bosnia and Herzegovina,3270,0,0,4,2,75,22,8,29,25,20,77.9,11,78.3,53.5,81.5,0,2,5,0,0,2,49,12,57,46,40,87,7,20,0.1,0.05,0.0,0.0,36,193.0,54.6,76.7,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,25,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Nihad Mujakić,Bosnia and Herzegovina,2203,0,1,7,6,38,16,6,21,17,14,80.1,10,61.8,55.6,54.1,0,4,9,2,1,8,25,9,42,43,25,0,4,14,0.2,0.85,4.0,0.0,27,189.0,41.0,51.0,100,100.0,0.0,Available,,False,,11,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Dennis Hadžikadunić,Bosnia and Herzegovina,0,0,0,0,0,2,1,0,1,1,1,81.6,0,74.3,27.3,63.2,0,0,0,0,0,0,1,1,2,2,1,0,0,1,0.0,0.0,,,0,191.0,47.0,57.2,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,31,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Tarik Muharemović,Bosnia and Herzegovina,2925,2,2,16,11,47,19,7,28,24,20,79.3,14,70.1,67.3,66.8,2,8,19,3,1,15,31,10,57,57,33,0,6,21,1.96,1.67,7.0,0.0,33,192.0,35.0,56.7,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,13,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Sead Kolašinac,Bosnia and Herzegovina,1807,0,0,6,3,60,18,6,22,19,10,83.6,6,81.8,46.8,84.8,0,3,7,1,0,3,39,10,43,35,23,0,4,10,0.15,0.08,4.0,0.0,28,183.0,68.5,73.3,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,64,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Benjamin Tahirović,Bosnia and Herzegovina,1448,1,1,14,8,40,19,7,11,10,8,81.6,8,56.8,57.9,73.2,1,8,19,2,1,10,26,10,22,28,4,0,0,9,1.18,0.9,4.0,0.0,27,191.0,54.6,72.2,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,27,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Amar Dedić,Bosnia and Herzegovina,3245,1,5,21,24,99,41,15,31,26,14,79.8,13,75.6,78.8,84.5,1,12,28,6,27,34,64,23,61,66,12,0,6,15,1.38,4.1,5.0,0.0,40,180.0,71.1,85.7,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,27,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Armin Gigović,Bosnia and Herzegovina,497,3,0,14,2,11,6,2,4,3,2,79.8,3,52.0,54.7,63.2,3,8,23,0,0,2,7,3,7,10,1,0,0,3,2.74,0.05,0.0,0.0,8,187.0,41.0,64.0,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,19,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Samed Baždar,Bosnia and Herzegovina,45,0,1,1,4,2,1,1,0,0,0,74.9,1,52.0,45.3,48.1,0,1,2,1,1,6,1,1,1,2,0,0,0,0,0.05,0.8,1.0,0.0,1,189.0,41.0,51.7,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,12,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ermedin Demirović,Bosnia and Herzegovina,2367,15,5,80,30,94,49,18,13,11,7,80.6,14,87.3,84.2,86.0,15,56,133,7,4,40,61,27,23,46,10,0,0,14,14.5,4.25,7.0,0.0,38,185.0,80.5,80.4,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,39,4,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Edin Džeko,Bosnia and Herzegovina,346,1,0,8,2,13,6,2,2,2,1,75.9,3,75.0,49.7,80.5,1,6,16,0,0,2,8,3,4,7,1,0,0,2,1.08,0.05,1.0,0.0,13,193.0,45.2,70.3,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,148,73,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mladen Jurkas,Bosnia and Herzegovina,0,0,0,0,0,0,0,0,1,0,0,73.1,0,41.0,19.8,18.7,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0.0,0.0,,,0,,9.5,33.2,100,100.0,0.0,Available,,False,,0,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ivan Bašić,Bosnia and Herzegovina,360,2,1,9,4,7,4,1,3,2,1,79.0,2,49.3,52.1,58.5,2,5,16,1,1,6,5,2,5,7,1,0,0,2,1.81,0.8,2.0,0.0,4,178.0,33.2,59.8,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,16,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ivan Šunjić,Bosnia and Herzegovina,1170,0,0,6,3,21,11,4,11,9,6,79.4,7,50.8,37.3,48.7,0,3,7,1,0,3,14,6,21,25,13,0,0,6,0.15,0.08,4.0,0.0,13,185.0,37.4,55.3,100,100.0,0.0,Available,,False,,11,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Amar Memić,Bosnia and Herzegovina,1154,0,2,13,13,18,15,6,5,4,2,71.6,10,41.0,46.6,52.8,0,9,21,3,10,17,12,8,9,22,1,0,0,3,0.45,1.72,1.0,0.0,14,176.0,9.5,51.9,100,100.0,0.0,Available,,False,,12,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Amir Hadžiahmetović,Bosnia and Herzegovina,230,0,0,1,1,6,3,1,2,2,1,81.7,1,80.5,37.1,73.8,0,1,2,0,0,1,4,2,5,5,3,0,0,1,0.05,0.02,0.0,0.0,4,181.0,53.7,72.3,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,35,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Dženis Burnić,Bosnia and Herzegovina,30,0,0,0,0,2,1,0,1,1,0,77.2,1,47.0,30.1,60.5,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0.0,0.0,0.0,0.0,1,181.0,26.6,59.6,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,19,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Nikola Katić,Bosnia and Herzegovina,183,0,1,1,3,3,1,0,2,2,1,79.2,1,71.4,45.4,57.7,0,1,2,1,1,5,2,1,4,4,2,0,0,1,0.05,0.77,1.0,0.0,2,194.0,35.0,51.7,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,16,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Kerim Alajbegović,Bosnia and Herzegovina,436,2,1,12,6,12,8,3,2,1,1,78.5,3,60.4,58.8,40.8,2,8,22,1,4,8,8,4,3,8,1,0,0,2,1.96,0.85,0.0,0.0,11,186.0,64.8,56.4,100,100.0,0.0,Available,,False,,9,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Esmir Bajraktarević,Bosnia and Herzegovina,1416,7,5,40,24,40,25,9,6,5,3,77.7,9,69.4,70.7,59.3,7,28,68,6,14,34,26,14,11,28,4,0,0,6,6.86,4.1,0.0,0.0,36,175.0,57.1,65.0,100,100.0,0.0,Available,,False,,15,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Stjepan Radeljić,Bosnia and Herzegovina,570,0,0,2,1,9,4,2,5,4,4,80.5,3,53.6,36.9,39.2,0,1,2,0,0,1,6,2,10,11,7,0,1,4,0.05,0.02,0.0,0.0,6,201.0,45.4,43.6,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,5,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Martin Zlomislić,Bosnia and Herzegovina,570,0,0,1,0,7,3,1,4,3,3,76.3,2,52.0,36.0,37.1,0,0,0,0,0,0,5,2,8,8,7,15,1,3,0.0,0.0,0.0,0.0,6,190.0,41.0,49.6,100,100.0,0.0,Available,,False,,3,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Haris Tabaković,Bosnia and Herzegovina,2662,15,3,84,26,65,46,17,9,8,12,76.3,19,75.6,79.1,54.2,15,59,140,6,2,32,42,25,17,52,6,0,0,19,14.65,2.75,5.0,0.0,35,196.0,47.0,56.2,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,10,4,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Nidal Čelik,Bosnia and Herzegovina,618,0,0,2,1,7,4,1,5,4,4,79.1,3,66.9,34.6,32.0,0,1,2,0,0,1,5,2,11,12,7,0,1,4,0.05,0.02,2.0,0.0,8,192.0,33.2,37.2,100,100.0,0.0,Available,,False,,1,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Jovo Lukić,Bosnia and Herzegovina,130,1,0,5,1,2,2,1,0,0,0,71.8,1,41.0,41.5,32.9,1,4,15,0,0,1,1,1,1,3,0,0,0,0,0.98,0.02,0.0,0.0,2,190.0,9.5,37.0,100,100.0,0.0,Available,,False,,2,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ermin Mahmić,Bosnia and Herzegovina,0,0,0,1,0,1,1,0,0,0,0,71.1,1,41.0,19.8,21.9,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0.05,0.0,,,0,182.0,9.5,38.9,100,100.0,0.0,Available,,False,,1,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Dayne St. Clair,Canada,0,0,0,0,0,2,1,0,1,1,1,77.5,0,60.1,26.9,35.3,0,0,0,0,0,0,1,1,2,1,1,2,0,1,0.0,0.0,,,0,191.0,45.4,49.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,19,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Alistair Johnston,Canada,329,0,1,2,4,11,4,1,4,3,1,79.2,1,60.4,51.8,67.2,0,1,2,1,3,6,7,2,7,7,1,0,1,1,0.05,0.8,0.0,0.0,5,180.0,64.8,70.9,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,56,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Alfie Jones,Canada,90,0,0,0,0,1,1,0,1,1,1,81.3,0,77.1,34.2,28.6,0,0,0,0,0,0,1,1,2,2,1,0,0,1,0.0,0.0,0.0,0.0,1,191.0,43.9,41.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,1,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Luc de Fougerolles,Canada,1460,0,1,4,5,18,8,3,14,11,8,77.7,8,53.4,47.8,38.7,0,2,5,1,1,7,12,4,28,28,15,0,3,8,0.1,0.82,3.0,0.0,23,183.0,22.7,42.8,100,100.0,0.0,Available,,False,,11,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Joel Waterman,Canada,0,0,0,0,0,2,1,0,1,1,1,81.3,0,59.6,26.6,30.9,0,0,0,0,0,0,1,1,2,2,1,0,0,1,0.0,0.0,,,0,188.0,43.9,42.8,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,17,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mathieu Choinière,Canada,0,0,0,1,0,2,1,0,1,1,0,77.7,1,54.9,24.0,39.7,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0.05,0.0,,,0,175.0,30.7,45.0,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,22,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Stephen Eustáquio,Canada,473,0,0,3,2,17,7,3,4,4,2,83.6,2,68.7,41.4,65.7,0,2,5,0,0,2,11,4,8,9,2,0,0,2,0.1,0.05,0.0,0.0,13,177.0,69.9,67.1,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,54,4,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ismaël Koné,Canada,2841,6,0,41,10,98,42,15,24,21,14,83.9,13,83.3,78.2,71.6,6,25,59,2,0,10,64,23,47,55,10,0,0,17,5.93,0.25,3.0,0.0,36,188.0,72.7,70.9,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,38,4,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Cyle Larin,Canada,0,0,0,1,1,3,2,1,1,1,0,76.0,1,78.5,27.8,69.4,0,1,2,0,0,1,2,1,1,2,0,0,0,0,0.05,0.02,,,0,188.0,49.7,65.1,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,88,30,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Jonathan David,Canada,2329,8,5,56,30,106,50,19,15,14,5,81.8,12,89.0,82.8,85.5,8,39,92,7,4,40,69,28,27,45,10,0,0,10,8.19,4.25,0.0,0.0,46,178.0,89.0,81.8,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,75,39,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Liam Millar,Canada,0,0,0,1,1,3,1,1,1,0,0,74.6,1,51.2,25.6,51.8,0,1,2,0,1,1,2,1,1,2,0,0,0,0,0.05,0.02,,,0,181.0,38.5,57.2,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,39,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Tani Oluwaseyi,Canada,1535,7,2,43,16,47,28,11,7,6,5,77.7,10,81.1,69.2,53.3,7,30,72,4,1,20,31,15,12,30,4,0,0,9,6.96,1.8,1.0,0.0,37,187.0,57.1,57.7,100,100.0,0.0,Available,,False,,22,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Derek Cornelius,Canada,790,1,1,6,4,21,7,2,9,8,5,81.6,3,73.6,55.0,64.7,1,3,8,1,1,6,14,4,18,15,10,0,2,5,0.93,0.8,2.0,0.0,12,187.0,52.4,63.1,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,42,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Jacob Shaffelburg,Canada,0,0,0,1,1,3,2,1,0,0,0,76.3,1,62.5,28.3,47.4,0,1,2,0,1,1,2,1,1,2,0,0,0,0,0.05,0.02,,,0,181.0,52.4,57.6,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,31,6,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Moïse Bombito,Canada,146,0,0,0,0,4,1,0,1,1,1,82.5,1,77.9,38.7,43.2,0,0,0,0,0,0,3,1,3,3,2,0,0,1,0.0,0.0,1.0,0.0,2,190.0,64.8,53.7,100,26.6,73.4,Active: Groin injury; Knee injury,0.0,True,https://github.com/salimt/football-datasets,19,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Maxime Crépeau,Canada,0,0,0,0,0,2,1,0,1,1,0,77.6,0,60.6,27.3,45.2,0,0,0,0,0,0,1,1,2,1,1,2,0,0,0.0,0.0,,,0,180.0,47.0,55.3,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,30,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Tajon Buchanan,Canada,2331,7,1,51,17,88,43,16,15,13,7,78.6,15,83.8,74.5,80.0,7,35,83,3,18,19,57,24,28,45,8,0,0,11,7.21,1.12,9.0,0.0,43,183.0,64.8,78.0,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,58,8,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Owen Goodman,Canada,0,0,0,0,0,1,0,0,1,0,1,74.4,0,44.7,21.9,18.8,0,0,0,0,0,0,1,0,1,1,1,2,0,1,0.0,0.0,,,0,193.0,20.0,35.3,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,0,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Alphonso Davies,Canada,841,1,5,8,18,34,13,5,9,8,4,82.9,2,92.0,69.6,72.5,1,4,10,5,10,28,22,7,18,17,4,0,2,4,0.98,3.95,1.0,0.0,23,185.0,94.0,79.7,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,58,15,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ali Ahmed,Canada,0,0,0,1,1,2,1,0,0,0,0,71.1,1,41.0,19.8,43.0,0,1,2,0,0,1,1,1,1,2,0,0,0,0,0.05,0.02,,,0,,9.5,42.6,100,100.0,0.0,Available,,False,,24,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Jonathan Osorio,Canada,0,0,0,1,0,3,1,0,1,1,0,78.5,1,57.3,25.3,71.6,0,1,2,0,0,0,2,1,2,2,0,0,0,0,0.05,0.0,,,0,175.0,37.4,63.9,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,89,9,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Richie Laryea,Canada,0,0,0,0,0,2,1,0,1,1,0,74.0,1,55.8,24.5,65.0,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0.0,0.0,,,0,175.0,33.2,63.4,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,73,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Niko Sigur,Canada,153,0,0,1,0,4,2,1,1,1,1,81.1,1,56.0,36.3,38.9,0,1,2,0,0,0,3,1,3,3,2,0,0,1,0.05,0.0,0.0,0.0,4,180.0,52.4,56.9,100,100.0,0.0,Available,,False,,17,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Promise David,Canada,1880,11,2,60,18,57,37,14,6,5,8,79.6,11,70.8,77.3,38.8,11,42,101,4,1,22,37,20,11,37,7,0,0,13,10.68,1.85,4.0,0.0,32,195.0,72.3,52.8,100,100.0,0.0,Available,,False,,8,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Nathan Saliba,Canada,1933,3,1,24,10,44,24,9,13,11,7,80.9,11,62.9,63.8,43.5,3,14,33,2,1,12,29,13,26,38,5,0,0,9,3.04,0.95,11.0,0.0,32,180.0,49.7,50.9,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,13,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mahmud Abunada,Qatar,0,0,0,0,0,1,0,0,1,1,1,74.7,0,45.6,22.4,23.0,0,0,0,0,0,0,1,0,1,1,1,2,0,1,0.0,0.0,,,0,191.0,22.7,38.2,100,100.0,0.0,Available,,False,,4,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Pedro Miguel,Qatar,0,0,0,0,0,2,0,0,1,1,0,76.5,1,45.0,22.0,58.9,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0.0,0.0,,,0,182.0,20.9,53.6,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,98,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
